MN00281_125_000H2YG2H_1_12103_2163_17831	<length
MN00281_125_000H2YG2H_1_12104_25173_18392	<length
MN00281_125_000H2YG2H_1_13101_5284_15179	<length
MN00281_125_000H2YG2H_1_13102_4408_7733	<length
MN00281_125_000H2YG2H_1_21101_5951_15627	<length
MN00281_125_000H2YG2H_1_21102_21449_8017	<length
MN00281_125_000H2YG2H_1_22101_15003_12724	<length
MN00281_125_000H2YG2H_1_22101_6781_17876	<length
MN00281_125_000H2YG2H_1_23102_7529_2984	<length
MN00281_125_000H2YG2H_1_11101_24359_17057	<length
MN00281_125_000H2YG2H_1_11102_1513_8880	<length
MN00281_125_000H2YG2H_1_11103_24958_3104	<length
MN00281_125_000H2YG2H_1_13104_4033_2453	<length
MN00281_125_000H2YG2H_1_13104_5819_18360	<length
MN00281_125_000H2YG2H_1_11101_10904_8491	<length
MN00281_125_000H2YG2H_1_11102_10084_16993	<length
MN00281_125_000H2YG2H_1_11103_15508_8493	<length
MN00281_125_000H2YG2H_1_11103_13779_15239	<length
MN00281_125_000H2YG2H_1_11103_2464_16338	<length
MN00281_125_000H2YG2H_1_11103_15963_19145	<length
MN00281_125_000H2YG2H_1_11104_13962_3551	<length
MN00281_125_000H2YG2H_1_11104_23481_8761	<length
MN00281_125_000H2YG2H_1_11104_16468_14696	<length
MN00281_125_000H2YG2H_1_12101_3634_7183	<length
MN00281_125_000H2YG2H_1_12102_26402_4329	<length
MN00281_125_000H2YG2H_1_12102_23889_5397	<length
MN00281_125_000H2YG2H_1_12102_4013_11590	<length
MN00281_125_000H2YG2H_1_12102_18360_11603	<length
MN00281_125_000H2YG2H_1_12103_5971_8026	<length
MN00281_125_000H2YG2H_1_12104_18805_4261	<length
MN00281_125_000H2YG2H_1_12104_14928_7380	<length
MN00281_125_000H2YG2H_1_12104_10528_19688	<length
MN00281_125_000H2YG2H_1_13101_4271_4340	<length
MN00281_125_000H2YG2H_1_13102_16151_4978	<length
MN00281_125_000H2YG2H_1_13103_21786_1635	<length
MN00281_125_000H2YG2H_1_13103_20677_9830	<length
MN00281_125_000H2YG2H_1_21102_4712_14100	<length
MN00281_125_000H2YG2H_1_23101_4505_1169	<length
MN00281_125_000H2YG2H_1_23101_3704_1583	<length
MN00281_125_000H2YG2H_1_23101_15076_9762	<length
