MN00281_125_000H2YG2H_1_11101_25265_17727	end
MN00281_125_000H2YG2H_1_11104_4444_16756	start|<length
MN00281_125_000H2YG2H_1_12102_3073_13676	start|<length
MN00281_125_000H2YG2H_1_13102_7999_3510	end
MN00281_125_000H2YG2H_1_13103_11449_7876	end
MN00281_125_000H2YG2H_1_23104_21529_12606	start
MN00281_125_000H2YG2H_1_11101_17823_10440	start|<length
MN00281_125_000H2YG2H_1_11101_3969_10525	end|<length
MN00281_125_000H2YG2H_1_11101_5967_12069	end
MN00281_125_000H2YG2H_1_11101_20205_19791	start|<length
MN00281_125_000H2YG2H_1_11102_3888_7681	start|<length
MN00281_125_000H2YG2H_1_11102_7883_14700	end
MN00281_125_000H2YG2H_1_11103_12280_5585	end
MN00281_125_000H2YG2H_1_11103_18160_13924	start
MN00281_125_000H2YG2H_1_11104_6141_2282	start|<length
MN00281_125_000H2YG2H_1_11104_7816_3312	start|<length
MN00281_125_000H2YG2H_1_11104_17390_14676	start
MN00281_125_000H2YG2H_1_11104_12996_15150	start
MN00281_125_000H2YG2H_1_11104_11055_16881	start
MN00281_125_000H2YG2H_1_12101_11559_2871	start|<length
MN00281_125_000H2YG2H_1_12101_15756_15851	start|<length
MN00281_125_000H2YG2H_1_12101_10689_16148	start|<length
MN00281_125_000H2YG2H_1_12102_3860_2224	start
MN00281_125_000H2YG2H_1_12102_17805_2942	start
MN00281_125_000H2YG2H_1_12103_3866_20284	start
MN00281_125_000H2YG2H_1_13101_16859_5594	end
MN00281_125_000H2YG2H_1_13101_17320_6198	start
MN00281_125_000H2YG2H_1_13101_21982_17721	start
MN00281_125_000H2YG2H_1_13102_11401_20291	start|<length
MN00281_125_000H2YG2H_1_13103_24825_1363	start|<length
MN00281_125_000H2YG2H_1_13104_16537_11002	start
MN00281_125_000H2YG2H_1_13104_12879_17690	start|<length
MN00281_125_000H2YG2H_1_21102_22521_8028	end
MN00281_125_000H2YG2H_1_21102_15513_12836	start
MN00281_125_000H2YG2H_1_21103_10503_4429	start|<length
MN00281_125_000H2YG2H_1_21103_9156_6048	start
MN00281_125_000H2YG2H_1_21103_4848_10995	end
MN00281_125_000H2YG2H_1_21103_7987_18216	start|<length
MN00281_125_000H2YG2H_1_21104_21058_14979	start
MN00281_125_000H2YG2H_1_22101_16406_1358	start|<length
MN00281_125_000H2YG2H_1_22101_1314_10527	start
MN00281_125_000H2YG2H_1_22101_25706_12625	start
MN00281_125_000H2YG2H_1_22102_5594_2670	end
MN00281_125_000H2YG2H_1_22102_22554_14509	start|<length
MN00281_125_000H2YG2H_1_22103_21560_9298	start
MN00281_125_000H2YG2H_1_23101_26057_6037	start
MN00281_125_000H2YG2H_1_23101_8638_17720	end
MN00281_125_000H2YG2H_1_23102_23744_17161	start|<length
MN00281_125_000H2YG2H_1_23102_3877_17862	start|<length
MN00281_125_000H2YG2H_1_23104_19532_3842	start
MN00281_125_000H2YG2H_1_23104_19024_12420	start
MN00281_125_000H2YG2H_1_23104_19748_17321	start|<length
MN00281_125_000H2YG2H_1_23104_24739_19411	start
MN00281_125_000H2YG2H_1_11102_2774_16851	start
MN00281_125_000H2YG2H_1_11103_17544_1315	start
MN00281_125_000H2YG2H_1_11103_17768_12010	end
MN00281_125_000H2YG2H_1_11104_18878_16967	start
MN00281_125_000H2YG2H_1_12101_6677_12515	end
MN00281_125_000H2YG2H_1_12101_20950_16210	start|<length
MN00281_125_000H2YG2H_1_12101_10886_16300	start|<length
MN00281_125_000H2YG2H_1_12102_5552_4975	end|<length
MN00281_125_000H2YG2H_1_12102_16127_10925	start|<length
MN00281_125_000H2YG2H_1_12102_7317_14960	end
MN00281_125_000H2YG2H_1_12103_8440_14921	start
MN00281_125_000H2YG2H_1_12104_1581_1322	start|<length
MN00281_125_000H2YG2H_1_13101_15382_11971	start|<length
MN00281_125_000H2YG2H_1_13101_15115_19122	start
MN00281_125_000H2YG2H_1_13102_2995_16746	end
MN00281_125_000H2YG2H_1_13103_3153_19050	end|<length
MN00281_125_000H2YG2H_1_13104_3277_5646	start|<length
MN00281_125_000H2YG2H_1_21101_17656_12679	start
MN00281_125_000H2YG2H_1_21103_16543_12938	start|<length
MN00281_125_000H2YG2H_1_21104_19400_19842	start
MN00281_125_000H2YG2H_1_22101_3734_14099	start
MN00281_125_000H2YG2H_1_22101_19044_20045	start
MN00281_125_000H2YG2H_1_22102_25125_3062	start|<length
MN00281_125_000H2YG2H_1_22102_17979_6760	start|<length
MN00281_125_000H2YG2H_1_22102_16900_15526	start|<length
MN00281_125_000H2YG2H_1_22103_19507_2170	start|<length
MN00281_125_000H2YG2H_1_22103_20874_14208	start|<length
MN00281_125_000H2YG2H_1_22104_19798_8599	start|<length
MN00281_125_000H2YG2H_1_23101_14008_2992	start|<length
MN00281_125_000H2YG2H_1_23101_8020_10683	start|<length
MN00281_125_000H2YG2H_1_23101_6266_10920	start
MN00281_125_000H2YG2H_1_23101_20066_15688	start
MN00281_125_000H2YG2H_1_23103_18178_19141	start
MN00281_125_000H2YG2H_1_23104_7430_10606	start|<length
MN00281_125_000H2YG2H_1_12103_3640_15391	start|<length
MN00281_125_000H2YG2H_1_23103_10633_3286	start
MN00281_125_000H2YG2H_1_23103_13856_16887	end
MN00281_125_000H2YG2H_1_11101_25496_3036	start
MN00281_125_000H2YG2H_1_11101_22176_15905	start|<length
MN00281_125_000H2YG2H_1_12101_20186_1876	start
MN00281_125_000H2YG2H_1_12101_5435_14670	start
MN00281_125_000H2YG2H_1_12104_6059_14996	start
MN00281_125_000H2YG2H_1_13102_20736_7726	start
MN00281_125_000H2YG2H_1_13102_12103_12808	start|<length
MN00281_125_000H2YG2H_1_13102_3543_20229	start
MN00281_125_000H2YG2H_1_13103_16683_3442	start|<length
MN00281_125_000H2YG2H_1_13103_18368_11561	start
MN00281_125_000H2YG2H_1_13103_19271_12130	start
MN00281_125_000H2YG2H_1_13104_19751_11621	start|<length
MN00281_125_000H2YG2H_1_13104_20597_12204	start
MN00281_125_000H2YG2H_1_13104_15799_14310	start|<length
MN00281_125_000H2YG2H_1_21101_7492_10794	start
MN00281_125_000H2YG2H_1_21102_16358_13755	start|<length
MN00281_125_000H2YG2H_1_21102_16603_15084	end
MN00281_125_000H2YG2H_1_21102_2611_17192	start|<length
MN00281_125_000H2YG2H_1_21103_5598_2721	start
MN00281_125_000H2YG2H_1_21103_3528_13130	start|<length
MN00281_125_000H2YG2H_1_22102_18187_8390	start|<length
MN00281_125_000H2YG2H_1_22102_15419_17874	end
MN00281_125_000H2YG2H_1_22103_12911_18952	start
MN00281_125_000H2YG2H_1_23101_11274_1469	start
MN00281_125_000H2YG2H_1_23101_7020_15021	start
MN00281_125_000H2YG2H_1_23101_19542_17336	start
MN00281_125_000H2YG2H_1_23101_16663_17348	end|<length
MN00281_125_000H2YG2H_1_23102_25088_8241	end
MN00281_125_000H2YG2H_1_23102_10010_13929	start
MN00281_125_000H2YG2H_1_23104_15345_1793	start
MN00281_125_000H2YG2H_1_11102_2375_8603	start
MN00281_125_000H2YG2H_1_11102_15338_10331	start
MN00281_125_000H2YG2H_1_11103_14215_2495	start
MN00281_125_000H2YG2H_1_11103_7955_11220	start
MN00281_125_000H2YG2H_1_11104_13073_6485	end|<length
MN00281_125_000H2YG2H_1_12101_17350_11732	end|<length
MN00281_125_000H2YG2H_1_12101_17154_11920	start|<length
MN00281_125_000H2YG2H_1_12102_22366_10310	start|<length
MN00281_125_000H2YG2H_1_12103_24042_1162	start
MN00281_125_000H2YG2H_1_12103_10394_7346	start
MN00281_125_000H2YG2H_1_12104_18995_12247	start
MN00281_125_000H2YG2H_1_13101_6382_19846	start
MN00281_125_000H2YG2H_1_13102_15496_10775	end
MN00281_125_000H2YG2H_1_13103_15429_2679	start|<length
MN00281_125_000H2YG2H_1_13103_11854_11192	start|<length
MN00281_125_000H2YG2H_1_21103_20311_10565	start|<length
MN00281_125_000H2YG2H_1_21103_7938_11220	start
MN00281_125_000H2YG2H_1_21103_19863_17357	start|<length
MN00281_125_000H2YG2H_1_21103_20515_18522	start
MN00281_125_000H2YG2H_1_21104_2244_9684	start|<length
MN00281_125_000H2YG2H_1_21104_20041_10632	start|<length
MN00281_125_000H2YG2H_1_21104_18427_11616	start
MN00281_125_000H2YG2H_1_22101_6183_8499	end
MN00281_125_000H2YG2H_1_22102_26051_3263	end
MN00281_125_000H2YG2H_1_22103_2669_13818	end|<length
MN00281_125_000H2YG2H_1_23102_6249_9929	start
MN00281_125_000H2YG2H_1_23102_20661_11886	start
MN00281_125_000H2YG2H_1_23103_6475_7443	start
MN00281_125_000H2YG2H_1_23104_18113_12460	start|<length
MN00281_125_000H2YG2H_1_23104_13670_15286	start
MN00281_125_000H2YG2H_1_11101_25511_13615	start|<length
MN00281_125_000H2YG2H_1_11103_11155_13833	start
MN00281_125_000H2YG2H_1_11103_9253_14934	start
MN00281_125_000H2YG2H_1_11104_4441_10333	start|<length
MN00281_125_000H2YG2H_1_12101_4022_5611	start|<length
MN00281_125_000H2YG2H_1_12101_6776_6556	start|<length
MN00281_125_000H2YG2H_1_12101_17017_8662	start
MN00281_125_000H2YG2H_1_12101_3436_16176	start|<length
MN00281_125_000H2YG2H_1_12102_16873_6559	start
MN00281_125_000H2YG2H_1_12103_19032_5696	start|<length
MN00281_125_000H2YG2H_1_12103_11362_6259	start|<length
MN00281_125_000H2YG2H_1_12104_21769_5614	start
MN00281_125_000H2YG2H_1_12104_13626_14746	start
MN00281_125_000H2YG2H_1_13101_25591_1941	start
MN00281_125_000H2YG2H_1_13101_14765_8922	end|<length
MN00281_125_000H2YG2H_1_13101_15891_14201	start
MN00281_125_000H2YG2H_1_13101_12752_16564	start|<length
MN00281_125_000H2YG2H_1_13102_22756_11839	start
MN00281_125_000H2YG2H_1_13104_26559_9258	start
MN00281_125_000H2YG2H_1_13104_3382_12244	start|<length
MN00281_125_000H2YG2H_1_21101_13642_4219	start|<length
MN00281_125_000H2YG2H_1_21101_8901_7523	start
MN00281_125_000H2YG2H_1_21101_23664_11058	end
MN00281_125_000H2YG2H_1_21103_3568_3159	end
MN00281_125_000H2YG2H_1_21103_15127_14097	start|<length
MN00281_125_000H2YG2H_1_21103_10923_16247	start|<length
MN00281_125_000H2YG2H_1_21103_10468_17484	start|<length
MN00281_125_000H2YG2H_1_21104_18213_3313	end|<length
MN00281_125_000H2YG2H_1_21104_19943_3748	end
MN00281_125_000H2YG2H_1_22103_13032_3811	start|<length
MN00281_125_000H2YG2H_1_22103_20518_5394	start|<length
MN00281_125_000H2YG2H_1_22104_20876_13527	end|<length
MN00281_125_000H2YG2H_1_23102_6570_3108	start
MN00281_125_000H2YG2H_1_23102_22640_16005	end|<length
MN00281_125_000H2YG2H_1_23103_23334_11373	start|<length
MN00281_125_000H2YG2H_1_23103_3216_12461	start
MN00281_125_000H2YG2H_1_23104_6593_3569	start|<length
MN00281_125_000H2YG2H_1_23104_11541_10278	start|<length
MN00281_125_000H2YG2H_1_23104_19572_11363	start
MN00281_125_000H2YG2H_1_23104_11270_16428	end|<length
MN00281_125_000H2YG2H_1_11101_4147_8493	start
MN00281_125_000H2YG2H_1_11102_16154_18733	start
MN00281_125_000H2YG2H_1_11103_24995_2389	start|<length
MN00281_125_000H2YG2H_1_11103_4348_18906	start
MN00281_125_000H2YG2H_1_11104_16898_8707	start
MN00281_125_000H2YG2H_1_11104_6010_9681	start|<length
MN00281_125_000H2YG2H_1_11104_17988_12148	start|<length
MN00281_125_000H2YG2H_1_11104_14173_15780	end|<length
MN00281_125_000H2YG2H_1_12101_17435_1207	start|<length
MN00281_125_000H2YG2H_1_12101_23395_15562	start
MN00281_125_000H2YG2H_1_12102_7285_10260	start|<length
MN00281_125_000H2YG2H_1_12102_25443_17955	start
MN00281_125_000H2YG2H_1_12102_13104_19746	start|<length
MN00281_125_000H2YG2H_1_12103_12437_4358	start|<length
MN00281_125_000H2YG2H_1_12103_9985_7179	start|<length
MN00281_125_000H2YG2H_1_12103_10990_11292	start|<length
MN00281_125_000H2YG2H_1_12104_24129_7513	start|<length
MN00281_125_000H2YG2H_1_12104_19441_14567	start
MN00281_125_000H2YG2H_1_12104_10869_14709	start|<length
MN00281_125_000H2YG2H_1_13101_5680_6013	start|<length
MN00281_125_000H2YG2H_1_13101_12697_17033	start
MN00281_125_000H2YG2H_1_13104_12899_7476	start|<length
MN00281_125_000H2YG2H_1_13104_15558_18252	start
MN00281_125_000H2YG2H_1_21101_16129_8410	start|<length
MN00281_125_000H2YG2H_1_21101_15028_10543	end
MN00281_125_000H2YG2H_1_21102_5616_3986	start|<length
MN00281_125_000H2YG2H_1_21102_8928_6758	start|<length
MN00281_125_000H2YG2H_1_21102_26423_11591	start
MN00281_125_000H2YG2H_1_21102_8232_16650	start|<length
MN00281_125_000H2YG2H_1_21103_13375_15516	start
MN00281_125_000H2YG2H_1_21104_25914_1300	start
MN00281_125_000H2YG2H_1_21104_17686_5617	start|<length
MN00281_125_000H2YG2H_1_22101_11086_2420	end|<length
MN00281_125_000H2YG2H_1_22101_12313_6036	start|<length
MN00281_125_000H2YG2H_1_22102_8662_5470	start
MN00281_125_000H2YG2H_1_22102_16538_18584	start|<length
MN00281_125_000H2YG2H_1_22103_15476_3743	start
MN00281_125_000H2YG2H_1_22103_10135_15452	start|<length
MN00281_125_000H2YG2H_1_22104_24880_5481	end|<length
MN00281_125_000H2YG2H_1_22104_9715_11677	start
MN00281_125_000H2YG2H_1_22104_11000_12381	end
MN00281_125_000H2YG2H_1_22104_15341_14933	start
MN00281_125_000H2YG2H_1_23101_9312_4145	start|<length
MN00281_125_000H2YG2H_1_23102_12603_11726	start
MN00281_125_000H2YG2H_1_23103_17824_10576	start|<length
MN00281_125_000H2YG2H_1_23103_10006_15326	start|<length
MN00281_125_000H2YG2H_1_23103_12766_17142	start
MN00281_125_000H2YG2H_1_23104_9830_1655	start
MN00281_125_000H2YG2H_1_23104_26090_9390	start|<length
MN00281_125_000H2YG2H_1_23104_11058_15474	end
MN00281_125_000H2YG2H_1_11101_16510_12563	end
MN00281_125_000H2YG2H_1_11102_16434_15699	start|<length
MN00281_125_000H2YG2H_1_11103_21525_2680	start
MN00281_125_000H2YG2H_1_11103_21203_4714	start
MN00281_125_000H2YG2H_1_12101_23025_7070	start
MN00281_125_000H2YG2H_1_12102_1320_7719	start
MN00281_125_000H2YG2H_1_12102_20748_18058	start|<length
MN00281_125_000H2YG2H_1_12103_24187_5913	end
MN00281_125_000H2YG2H_1_12104_2292_14572	start|<length
MN00281_125_000H2YG2H_1_12104_6749_15029	start
MN00281_125_000H2YG2H_1_13101_4264_12212	start|<length
MN00281_125_000H2YG2H_1_13101_15648_15428	start
MN00281_125_000H2YG2H_1_13101_3718_17103	start
MN00281_125_000H2YG2H_1_13102_16943_8581	start|<length
MN00281_125_000H2YG2H_1_13103_1616_8822	start
MN00281_125_000H2YG2H_1_13103_16175_15651	start
MN00281_125_000H2YG2H_1_13104_19857_2324	start|<length
MN00281_125_000H2YG2H_1_21103_15730_4171	start
MN00281_125_000H2YG2H_1_21103_13275_15026	start|<length
MN00281_125_000H2YG2H_1_21104_13609_5672	start
MN00281_125_000H2YG2H_1_22101_4761_4363	start
MN00281_125_000H2YG2H_1_22101_14587_14399	end
MN00281_125_000H2YG2H_1_22101_25185_16498	start
MN00281_125_000H2YG2H_1_22102_18012_12159	start
